tiempo,paso,n_part
77.74116,0.018,0
77.76216,0.021,0
77.78116,0.019,0
77.80216,0.021,0
77.82216,0.02,0
77.841156,0.019,0
77.86115,0.02,0
77.883156,0.022,0
77.90115,0.018,0
77.92115,0.02,0
77.94115,0.02,0
77.96215,0.021,0
77.98115,0.019,0
78.001144,0.02,0
78.02114,0.02,0
78.042145,0.021,0
78.06114,0.019,0
78.083145,0.022,0
78.10314,0.02,0
78.12214,0.019,0
78.14314,0.021,0
78.16114,0.018,0
78.18114,0.02,0
78.200134,0.019,0
78.22314,0.023,0
78.240135,0.017,0
78.26013,0.02,0
78.282135,0.022,0
78.30013,0.018,0
78.323135,0.023,0
78.34113,0.018,0
78.36113,0.02,0
78.38113,0.02,0
78.40313,0.022,0
78.42113,0.018,0
78.441124,0.02,0
78.46313,0.022,0
78.481125,0.018,0
78.50012,0.019,0
78.522125,0.022,0
78.54012,0.018,0
78.56113,0.021,0
78.58313,0.022,0
78.60113,0.018,0
78.62213,0.021,0
78.64113,0.019,0
78.660126,0.019,0
78.68113,0.021,0
78.70313,0.022,0
78.72313,0.02,0
78.74113,0.018,0
78.76213,0.021,0
78.78013,0.018,0
78.80213,0.022,0
78.824135,0.022,0
78.84113,0.017,0
78.86013,0.019,0
78.88013,0.02,0
78.90113,0.021,0
78.922134,0.021,0
78.94213,0.02,0
78.963135,0.021,0
78.98113,0.018,0
79.00113,0.02,0
79.02213,0.021,0
79.04113,0.019,0
79.06113,0.02,0
79.08112,0.02,0
79.10112,0.02,0
79.12112,0.02,0
79.14212,0.021,0
79.16012,0.018,0
79.18112,0.021,0
79.20112,0.02,0
79.22212,0.021,0
79.24112,0.019,0
79.26212,0.021,0
79.28212,0.02,0
79.30012,0.018,0
79.32212,0.022,0
79.34012,0.018,0
79.36412,0.024,0
79.38112,0.017,0
79.40212,0.021,0
79.42212,0.02,0
79.44012,0.018,0
79.46312,0.023,0
79.48212,0.019,0
79.50312,0.021,0
79.52312,0.02,0
79.541115,0.018,0
79.56111,0.02,0
79.582115,0.021,0
79.60111,0.019,0
79.624115,0.023,0
79.64211,0.018,0
79.66211,0.02,0
79.68311,0.021,0
79.70211,0.019,0
79.72411,0.022,0
79.74111,0.017,0
79.762115,0.021,0
79.78211,0.02,0
79.80111,0.019,0
79.821106,0.02,0
79.8411,0.02,0
79.8601,0.019,0
79.8811,0.021,0
79.90211,0.021,0
79.922104,0.02,0
79.94411,0.022,0
79.962105,0.018,0
79.9821,0.02,0
80.0011,0.019,0
80.0231,0.022,0
80.0421,0.019,0
80.062096,0.02,0
80.08109,0.019,0
80.1021,0.021,0
80.1241,0.022,0
80.1411,0.017,0
80.1621,0.021,0
80.1811,0.019,0
80.2031,0.022,0
80.2201,0.017,0
80.241104,0.021,0
80.26411,0.023,0
80.283104,0.019,0
80.3011,0.018,0
80.3211,0.02,0
80.341095,0.02,0
80.36009,0.019,0
80.381096,0.021,0
80.4031,0.022,0
80.4241,0.021,0
80.4431,0.019,0
80.4631,0.02,0
80.48309,0.02,0
80.50109,0.018,0
80.523094,0.022,0
80.54009,0.017,0
80.562096,0.022,0
80.58109,0.019,0
80.603096,0.022,0
80.62209,0.019,0
80.6431,0.021,0
80.661095,0.018,0
80.6821,0.021,0
80.702095,0.02,0
80.72009,0.018,0
80.7411,0.021,0
80.76009,0.019,0
80.7821,0.022,0
80.801094,0.019,0
80.82109,0.02,0
80.84009,0.019,0
80.86109,0.021,0
80.883095,0.022,0
80.90109,0.018,0
80.923096,0.022,0
80.94309,0.02,0
80.96209,0.019,0
80.98109,0.019,0
81.00309,0.022,0
81.02209,0.019,0
81.041084,0.019,0
81.06209,0.021,0
81.081085,0.019,0
81.10209,0.021,0
81.121086,0.019,0
81.14209,0.021,0
81.16109,0.019,0
81.18108,0.02,0
81.20309,0.022,0
81.221085,0.018,0
81.24108,0.02,0
81.263084,0.022,0
81.28208,0.019,0
81.30208,0.02,0
81.322075,0.02,0
81.34107,0.019,0
81.364075,0.023,0
81.38307,0.019,0
81.40107,0.018,0
81.42107,0.02,0
81.44307,0.022,0
81.46207,0.019,0
81.481064,0.019,0
81.50106,0.02,0
81.52106,0.02,0
81.54105,0.02,0
81.56105,0.02,0
81.582054,0.021,0
81.60306,0.021,0
81.620056,0.017,0
81.64306,0.023,0
81.662056,0.019,0
81.68005,0.018,0
81.704056,0.024,0
81.721054,0.017,0
81.74105,0.02,0
81.763054,0.022,0
81.78305,0.02,0
81.80105,0.018,0
81.821045,0.02,0
81.84104,0.02,0
81.86104,0.02,0
81.881035,0.02,0
81.90103,0.02,0
81.923035,0.022,0
81.94003,0.017,0
81.96104,0.021,0
81.98304,0.022,0
82.00304,0.02,0
82.02203,0.019,0
82.04304,0.021,0
82.062035,0.019,0
82.08103,0.019,0
82.10103,0.02,0
82.121025,0.02,0
82.14002,0.019,0
82.163025,0.023,0
82.18002,0.017,0
82.20103,0.021,0
82.22303,0.022,0
82.24303,0.02,0
82.262024,0.019,0
82.28002,0.018,0
82.302025,0.022,0
82.32102,0.019,0
82.34102,0.02,0
82.361015,0.02,0
82.38302,0.022,0
82.402016,0.019,0
82.42201,0.02,0
82.443016,0.021,0
82.46101,0.018,0
82.48101,0.02,0
82.50001,0.019,0
82.520004,0.02,0
82.54101,0.021,0
82.561005,0.02,0
82.58201,0.021,0
82.601006,0.019,0
82.621,0.02,0
82.64,0.019,0
82.661,0.021,0
82.681,0.02,0
82.701,0.02,0
82.72099,0.02,0
82.74099,0.02,0
82.76099,0.02,0
82.78098,0.02,0
82.80199,0.021,0
82.82198,0.02,0
82.83998,0.018,0
82.861984,0.022,0
82.88098,0.019,0
82.89998,0.019,0
82.919975,0.02,0
82.94198,0.022,0
82.96298,0.021,0
82.97998,0.017,0
82.99998,0.02,0
83.02298,0.023,0
83.04098,0.018,0
83.059975,0.019,0
83.08098,0.021,0
83.10198,0.021,0
83.12198,0.02,0
83.140976,0.019,0
83.16097,0.02,0
83.182976,0.022,0
83.20297,0.02,0
83.22097,0.018,0
83.24297,0.022,0
83.26097,0.018,0
83.27997,0.019,0
83.30197,0.022,0
83.322975,0.021,0
83.34097,0.018,0
83.36097,0.02,0
83.38097,0.02,0
83.40197,0.021,0
83.42097,0.019,0
83.44096,0.02,0
83.46096,0.02,0
83.481964,0.021,0
83.50196,0.02,0
83.52096,0.019,0
83.540955,0.02,0
83.56095,0.02,0
83.58095,0.02,0
83.60295,0.022,0
83.62295,0.02,0
83.64495,0.022,0
83.66095,0.016,0
83.68095,0.02,0
83.70094,0.02,0
83.722946,0.022,0
83.740944,0.018,0
83.75994,0.019,0
83.781944,0.022,0
83.80094,0.019,0
83.82094,0.02,0
83.840935,0.02,0
83.86294,0.022,0
83.882935,0.02,0
83.90093,0.018,0
83.922935,0.022,0
83.94293,0.02,0
83.96193,0.019,0
83.98293,0.021,0
84.00193,0.019,0
84.02193,0.02,0
84.04192,0.02,0
84.06293,0.021,0
84.082924,0.02,0
84.10192,0.019,0
84.122925,0.021,0
84.14292,0.02,0
84.16192,0.019,0
84.180916,0.019,0
84.20192,0.021,0
84.22092,0.019,0
84.24192,0.021,0
84.26392,0.022,0
84.28192,0.018,0
84.30092,0.019,0
84.320915,0.02,0
84.33991,0.019,0
84.360916,0.021,0
84.38192,0.021,0
84.40192,0.02,0
84.42292,0.021,0
84.44092,0.018,0
84.46192,0.021,0
84.48092,0.019,0
84.50292,0.022,0
84.52092,0.018,0
84.54092,0.02,0
84.56192,0.021,0
84.58092,0.019,0
84.599915,0.019,0
84.62192,0.022,0
84.639915,0.018,0
84.66092,0.021,0
84.68192,0.021,0
84.70092,0.019,0
84.72092,0.02,0
84.739914,0.019,0
84.76192,0.022,0
84.780914,0.019,0
84.80091,0.02,0
84.821915,0.021,0
84.84292,0.021,0
84.861916,0.019,0
84.88091,0.019,0
84.90192,0.021,0
84.919914,0.018,0
84.94292,0.023,0
84.961914,0.019,0
84.98091,0.019,0
84.99991,0.019,0
85.02091,0.021,0
85.041916,0.021,0
85.06091,0.019,0
85.08192,0.021,0
85.100914,0.019,0
85.12292,0.022,0
85.140915,0.018,0
85.16192,0.021,0
85.181915,0.02,0
85.20191,0.02,0
85.22091,0.019,0
85.24291,0.022,0
85.26091,0.018,0
85.28091,0.02,0
85.3009,0.02,0
85.3209,0.02,0
85.3409,0.02,0
85.36089,0.02,0
85.38089,0.02,0
85.40189,0.021,0
85.42189,0.02,0
85.44089,0.019,0
85.460884,0.02,0
85.48289,0.022,0
85.501884,0.019,0
85.52188,0.02,0
85.54088,0.019,0
85.560875,0.02,0
85.58087,0.02,0
85.60087,0.02,0
85.62187,0.021,0
85.63987,0.018,0
85.66087,0.021,0
85.684875,0.024,0
85.700874,0.016,0
85.72087,0.02,0
85.741875,0.021,0
85.76187,0.02,0
85.77987,0.018,0
85.80087,0.021,0
85.81987,0.019,0
85.84087,0.021,0
85.86087,0.02,0
85.881874,0.021,0
85.90187,0.02,0
85.92087,0.019,0
85.94287,0.022,0
85.96287,0.02,0
85.980865,0.018,0
86.00187,0.021,0
86.021866,0.02,0
86.04086,0.019,0
86.06287,0.022,0
86.08186,0.019,0
86.10186,0.02,0
86.12186,0.02,0
86.140854,0.019,0
86.16186,0.021,0
86.18286,0.021,0
86.20086,0.018,0
86.220856,0.02,0
86.24085,0.02,0
86.262856,0.022,0
86.28185,0.019,0
86.30286,0.021,0
86.32386,0.021,0
86.34086,0.017,0
86.36286,0.022,0
86.38086,0.018,0
86.40186,0.021,0
86.42086,0.019,0
86.44086,0.02,0
86.46085,0.02,0
86.48085,0.02,0
86.50085,0.02,0
86.52185,0.021,0
86.54185,0.02,0
86.561844,0.02,0
86.58084,0.019,0
86.602844,0.022,0
86.62184,0.019,0
86.64084,0.019,0
86.66184,0.021,0
86.682846,0.021,0
86.70284,0.02,0
86.72184,0.019,0
86.74284,0.021,0
86.76184,0.019,0
86.78084,0.019,0
86.80284,0.022,0
86.823845,0.021,0
86.84084,0.017,0
86.86185,0.021,0
86.88285,0.021,0
86.90185,0.019,0
86.920845,0.019,0
86.94185,0.021,0
86.96285,0.021,0
86.98085,0.018,0
87.001854,0.021,1
87.02286,0.021,1
87.042854,0.02,1
87.06285,0.02,1
87.08085,0.018,1
87.100845,0.02,1
87.12185,0.021,1
87.141846,0.02,1
87.16184,0.02,1
87.182846,0.021,1
87.20284,0.02,1
87.21984,0.017,1
87.240845,0.021,1
87.26084,0.02,1
87.28084,0.02,1
87.300835,0.02,1
87.32484,0.024,1
87.340836,0.016,1
87.36083,0.02,1
87.383835,0.023,1
87.39983,0.016,1
87.42184,0.022,1
87.44284,0.021,1
87.46184,0.019,1
87.480835,0.019,1
87.50284,0.022,1
87.521835,0.019,1
87.54284,0.021,1
87.56084,0.018,1
87.58184,0.021,1
87.60184,0.02,1
87.62284,0.021,1
87.64284,0.02,1
87.66384,0.021,1
87.68284,0.019,1
87.70384,0.021,1
87.72284,0.019,1
87.74384,0.021,1
87.76284,0.019,1
87.78184,0.019,1
87.801834,0.02,1
87.82183,0.02,50
87.842834,0.021,50
87.86283,0.02,50
87.88183,0.019,50
87.900826,0.019,50
87.92082,0.02,50
87.94082,0.02,50
87.96182,0.021,50
87.98182,0.02,50
88.00282,0.021,50
88.02082,0.018,50
88.04082,0.02,50
88.06382,0.023,50
88.08082,0.017,50
88.10182,0.021,50
88.12082,0.019,50
88.140816,0.02,50
88.16081,0.02,50
88.18081,0.02,50
88.200806,0.02,50
88.22281,0.022,50
88.24381,0.021,51
88.26181,0.018,51
88.28181,0.02,51
88.300804,0.019,51
88.3208,0.02,51
88.3408,0.02,51
88.3618,0.021,51
88.3818,0.02,51
88.401794,0.02,51
88.42079,0.019,51
88.43979,0.019,1
88.459785,0.02,1
88.48279,0.023,1
88.501785,0.019,1
88.51978,0.018,1
88.54079,0.021,1
88.56078,0.02,1
88.58279,0.022,1
88.600784,0.018,1
88.62279,0.022,1
88.640785,0.018,1
88.66078,0.02,1
88.68078,0.02,1
88.70278,0.022,1
88.71978,0.017,1
88.74078,0.021,1
88.76179,0.021,1
88.780785,0.019,1
88.80279,0.022,1
88.822784,0.02,1
88.83978,0.017,1
88.86079,0.021,1
88.88279,0.022,1
88.90279,0.02,1
88.920784,0.018,1
88.94179,0.021,1
88.96279,0.021,1
88.98079,0.018,1
89.000786,0.02,1
89.02078,0.02,1
89.04078,0.02,1
89.060776,0.02,50
89.08077,0.02,50
89.101776,0.021,50
89.12177,0.02,50
89.14077,0.019,50
89.16277,0.022,50
89.18177,0.019,50
89.20177,0.02,50
89.22277,0.021,50
89.24177,0.019,50
89.26277,0.021,50
89.27977,0.017,50
89.30177,0.022,50
89.32278,0.021,50
89.341774,0.019,50
89.36177,0.02,50
89.38177,0.02,50
89.401764,0.02,50
89.42076,0.019,50
89.441765,0.021,50
89.46277,0.021,50
89.482765,0.02,50
89.50377,0.021,50
89.523766,0.02,50
89.54176,0.018,50
89.56076,0.019,50
89.581764,0.021,50
89.60176,0.02,50
89.62076,0.019,50
89.64276,0.022,50
89.66076,0.018,50
89.68176,0.021,0
89.70076,0.019,0
89.72076,0.02,0
89.74176,0.021,0
89.76076,0.019,0
89.780754,0.02,0
89.80075,0.02,1
89.82075,0.02,1
89.84275,0.022,1
89.86175,0.019,1
89.881744,0.02,1
89.90375,0.022,1
89.920746,0.017,1
89.94074,0.02,1
89.96074,0.02,1
89.98174,0.021,1
90.003746,0.022,1
90.02274,0.019,1
90.04074,0.018,1
90.061745,0.021,1
90.08275,0.021,1
90.100746,0.018,1
90.12175,0.021,1
90.14075,0.019,1
90.16275,0.022,1
90.18175,0.019,1
90.200745,0.019,1
90.22074,0.02,1
90.24074,0.02,1
90.26274,0.022,1
90.28074,0.018,1
90.30274,0.022,1
90.32174,0.019,1
90.34074,0.019,1
90.36073,0.02,1
90.38073,0.02,1
90.39973,0.019,1
90.42173,0.022,1
90.43973,0.018,1
90.46173,0.022,1
90.48073,0.019,1
90.499725,0.019,1
90.52273,0.023,1
90.540726,0.018,1
90.56072,0.02,1
90.58072,0.02,1
90.600716,0.02,1
90.62272,0.022,50
90.641716,0.019,50
90.66272,0.021,50
90.68072,0.018,50
90.70172,0.021,50
90.722725,0.021,50
90.74172,0.019,50
90.76072,0.019,50
90.78272,0.022,50
90.80172,0.019,50
90.82072,0.019,50
90.84071,0.02,50
90.86272,0.022,50
90.881714,0.019,50
90.90071,0.019,50
90.92071,0.02,50
90.94171,0.021,50
90.962715,0.021,50
90.98071,0.018,50
91.00071,0.02,50
91.020706,0.02,50
91.04271,0.022,50
91.06071,0.018,50
91.08171,0.021,50
91.10171,0.02,50
91.12271,0.021,50
91.14071,0.018,50
91.160706,0.02,50
91.1807,0.02,50
91.2007,0.02,50
91.2227,0.022,50
91.2427,0.02,0
91.262695,0.02,0
91.28069,0.018,0
91.30069,0.02,0
91.32169,0.021,0
91.34069,0.019,1
91.361694,0.021,1
91.38069,0.019,1
91.40069,0.02,1
91.420685,0.02,1
91.44068,0.02,1
91.462685,0.022,1
91.48068,0.018,1
91.50068,0.02,1
91.520676,0.02,2
91.54067,0.02,2
91.56067,0.02,2
91.579666,0.019,2
91.60167,0.022,2
91.62267,0.021,2
91.64167,0.019,2
91.66067,0.019,2
91.680664,0.02,2
91.70066,0.02,2
91.72066,0.02,2
91.74266,0.022,2
91.76266,0.02,2
91.780655,0.018,2
91.80266,0.022,2
91.821655,0.019,2
91.84165,0.02,2
91.862656,0.021,2
91.88065,0.018,2
91.90065,0.02,2
91.92265,0.022,2
91.93965,0.017,2
91.960655,0.021,2
91.98266,0.022,2
92.000656,0.018,2
92.02065,0.02,2
92.04065,0.02,2
92.060646,0.02,2
92.08165,0.021,2
92.10165,0.02,2
92.12465,0.023,2
92.14165,0.017,2
92.16265,0.021,51
92.18065,0.018,51
92.20365,0.023,51
92.22065,0.017,51
92.24265,0.022,51
92.26065,0.018,51
92.281654,0.021,51
92.30065,0.019,51
92.323654,0.023,51
92.34265,0.019,100
92.36165,0.019,100
92.381645,0.02,100
92.40164,0.02,100
92.42164,0.02,100
92.43964,0.018,100
92.46064,0.021,100
92.48264,0.022,100
92.50064,0.018,100
92.52464,0.024,100
92.550644,0.026,100
92.562645,0.012,100
92.58164,0.019,100
92.60064,0.019,100
92.62264,0.022,100
92.64164,0.019,100
92.66364,0.022,100
92.68364,0.02,100
92.70264,0.019,100
92.72263,0.02,100
92.74263,0.02,100
92.76163,0.019,100
92.781624,0.02,50
92.80263,0.021,50
92.821625,0.019,50
92.83962,0.018,50
92.86063,0.021,50
92.88163,0.021,50
92.90363,0.022,50
92.92163,0.018,50
92.942635,0.021,50
92.96163,0.019,0
92.98063,0.019,0
93.00263,0.022,0
93.02063,0.018,0
93.04163,0.021,0
93.06364,0.022,0
93.08363,0.02,0
93.10163,0.018,0
93.123634,0.022,0
93.14163,0.018,0
93.162636,0.021,0
93.18063,0.018,0
93.20164,0.021,0
93.22264,0.021,0
93.243645,0.021,0
93.26064,0.017,0
93.28064,0.02,0
93.29964,0.019,0
93.32164,0.022,0
93.34164,0.02,0
93.36364,0.022,0
93.38064,0.017,0
93.40164,0.021,0
93.42064,0.019,0
93.44164,0.021,0
93.46064,0.019,0
93.48064,0.02,0
93.50063,0.02,0
93.52164,0.021,0
93.540634,0.019,0
93.56063,0.02,0
93.58063,0.02,0
93.60163,0.021,0
93.62063,0.019,0
93.64263,0.022,0
93.66163,0.019,0
93.680626,0.019,0
93.70062,0.02,0
93.722626,0.022,0
93.74363,0.021,0
93.76163,0.018,0
93.780624,0.019,0
93.80263,0.022,0
93.82363,0.021,0
93.84263,0.019,0
93.86063,0.018,0
93.88263,0.022,0
93.90163,0.019,0
93.92263,0.021,0
93.94063,0.018,0
93.960625,0.02,0
93.98062,0.02,0
94.001625,0.021,0
94.02162,0.02,0
94.04062,0.019,0
94.06162,0.021,0
94.08162,0.02,0
94.101616,0.02,0
94.12262,0.021,0
94.14062,0.018,0
94.16162,0.021,0
94.18162,0.02,0
94.20362,0.022,0
94.22162,0.018,0
94.24262,0.021,0
94.26062,0.018,0
94.28262,0.022,0
94.30062,0.018,0
94.322624,0.022,0
94.34162,0.019,0
94.36062,0.019,0
94.38262,0.022,0
94.40062,0.018,0
94.420616,0.02,0
94.44061,0.02,0
94.46061,0.02,0
94.48161,0.021,0
94.50362,0.022,0
94.520615,0.017,0
94.54061,0.02,0
94.562614,0.022,0
94.58061,0.018,0
94.60061,0.02,0
94.62161,0.021,0
94.64161,0.02,0
94.66061,0.019,0
94.6796,0.019,0
94.70161,0.022,0
94.7216,0.02,0
94.7406,0.019,0
94.7606,0.02,0
94.7826,0.022,0
94.8006,0.018,0
94.820595,0.02,0
94.8426,0.022,0
94.860596,0.018,0
94.8826,0.022,0
94.9006,0.018,0
94.92059,0.02,0
94.93959,0.019,0
94.96159,0.022,0
94.98159,0.02,0
95.00059,0.019,0
95.020584,0.02,0
95.04058,0.02,0
95.06058,0.02,0
95.080574,0.02,0
95.10057,0.02,0
95.12057,0.02,0
95.14157,0.021,0
95.163574,0.022,0
95.18257,0.019,0
95.20257,0.02,0
95.221565,0.019,0
95.24056,0.019,0
95.261566,0.021,0
95.28056,0.019,0
95.303566,0.023,0
95.319565,0.016,0
95.34157,0.022,0
95.360565,0.019,0
95.38056,0.02,0
95.402565,0.022,0
95.42256,0.02,0
95.44056,0.018,0
95.460556,0.02,0
95.48156,0.021,0
95.50056,0.019,0
95.52156,0.021,0
95.542564,0.021,0
95.56056,0.018,0
95.582565,0.022,0
95.60256,0.02,0
95.62156,0.019,0
95.641556,0.02,0
95.66055,0.019,0
95.68156,0.021,0
95.70155,0.02,0
95.72155,0.02,0
95.74055,0.019,0
95.76155,0.021,0
95.78055,0.019,0
95.80255,0.022,0
95.82055,0.018,0
95.83955,0.019,0
95.86055,0.021,0
95.88055,0.02,0
95.90255,0.022,0
95.92055,0.018,0
95.94255,0.022,0
95.96255,0.02,0
95.980545,0.018,0
96.00255,0.022,0
96.020546,0.018,0
96.04155,0.021,0
96.06455,0.023,0
96.08355,0.019,0
96.10055,0.017,0
96.12155,0.021,0
96.14055,0.019,0
96.160545,0.02,0
96.18155,0.021,0
96.201546,0.02,0
96.22255,0.021,0
96.24155,0.019,0
96.26255,0.021,0
96.28155,0.019,0
96.301544,0.02,0
96.32054,0.019,0
96.342545,0.022,0
96.36054,0.018,0
96.38054,0.02,0
96.40154,0.021,0
96.42154,0.02,0
96.441536,0.02,0
96.46254,0.021,0
96.48154,0.019,0
96.500534,0.019,0
96.52053,0.02,0
96.54053,0.02,0
96.560524,0.02,0
96.58153,0.021,0
96.60253,0.021,0
96.62053,0.018,0
96.64153,0.021,0
96.66254,0.021,0
96.68354,0.021,0
96.70154,0.018,0
96.72354,0.022,0
96.74354,0.02,0
96.76054,0.017,0
96.78154,0.021,0
96.80054,0.019,0
96.82254,0.022,0
96.84054,0.018,0
96.86454,0.024,1
96.88254,0.018,1
96.901535,0.019,1
96.92053,0.019,1
96.941536,0.021,1
96.96254,0.021,1
96.98054,0.018,1
97.00454,0.024,1
97.02154,0.017,1
97.04254,0.021,1
97.06054,0.018,1
97.08154,0.021,1
97.10255,0.021,1
97.120544,0.018,1
97.14054,0.02,1
97.16054,0.02,1
97.180534,0.02,1
97.20254,0.022,1
97.221535,0.019,1
97.24053,0.019,1
97.263535,0.023,1
97.28153,0.018,1
97.30053,0.019,1
97.32153,0.021,1
97.34153,0.02,1
97.36253,0.021,1
97.38153,0.019,1
97.40053,0.019,1
97.420525,0.02,1
97.43952,0.019,1
97.460526,0.021,1
97.47952,0.019,1
97.502525,0.023,1
97.52252,0.02,1
97.54052,0.018,1
97.56052,0.02,1
97.58352,0.023,1
97.60152,0.018,1
97.62352,0.022,1
97.64252,0.019,1
97.660515,0.018,1
97.68152,0.021,50
97.700516,0.019,50
97.72152,0.021,50
97.74052,0.019,50
97.76051,0.02,50
97.78051,0.02,50
97.80351,0.023,50
97.82151,0.018,50
97.84051,0.019,50
97.860504,0.02,50
97.88251,0.022,51
97.900505,0.018,51
97.9205,0.02,51
97.941505,0.021,51
97.9605,0.019,51
97.9805,0.02,51
98.0015,0.021,51
98.0215,0.02,51
98.0415,0.02,51
98.06149,0.02,51
98.08049,0.019,51
98.101494,0.021,51
98.12149,0.02,51
98.14049,0.019,51
98.16149,0.021,51
98.18049,0.019,51
98.20149,0.021,51
98.22149,0.02,51
98.240486,0.019,51
98.26048,0.02,51
98.282486,0.022,51
98.30148,0.019,1
98.32148,0.02,1
98.34248,0.021,1
98.36148,0.019,1
98.38148,0.02,1
98.400475,0.019,1
98.42148,0.021,1
98.440475,0.019,1
98.46047,0.02,1
98.47947,0.019,1
98.50247,0.023,1
98.524475,0.022,1
98.54147,0.017,1
98.56147,0.02,2
98.58247,0.021,2
98.60147,0.019,2
98.622475,0.021,2
98.64047,0.018,2
98.662476,0.022,2
98.68147,0.019,2
98.70147,0.02,51
98.72247,0.021,51
98.74047,0.018,51
98.76047,0.02,51
98.78147,0.021,51
98.80147,0.02,51
98.820465,0.019,51
98.84347,0.023,51
98.860466,0.017,51
98.88147,0.021,51
98.90347,0.022,51
98.92147,0.018,51
98.94047,0.019,51
98.96147,0.021,51
98.98047,0.019,51
99.00147,0.021,51
99.02248,0.021,51
99.04247,0.02,51
99.06047,0.018,51
99.08247,0.022,51
99.10147,0.019,51
99.122475,0.021,51
99.14348,0.021,51
99.16048,0.017,51
99.18148,0.021,51
99.202484,0.021,51
99.22148,0.019,51
99.243484,0.022,52
99.26048,0.017,52
99.282486,0.022,52
99.30248,0.02,52
99.32148,0.019,2
99.34048,0.019,2
99.36248,0.022,2
99.38148,0.019,51
99.40348,0.022,51
99.42148,0.018,51
99.441475,0.02,51
99.45947,0.018,51
99.482475,0.023,51
99.50147,0.019,51
99.52147,0.02,51
99.54047,0.019,51
99.56147,0.021,51
99.58247,0.021,51
99.60147,0.019,51
99.622475,0.021,51
99.64247,0.02,51
99.66047,0.018,51
99.68147,0.021,51
99.70147,0.02,51
99.72247,0.021,51
99.74147,0.019,51
99.76047,0.019,51
99.780464,0.02,51
99.80247,0.022,51
99.82347,0.021,51
99.84147,0.018,51
99.860466,0.019,51
99.88046,0.02,51
99.90046,0.02,52
99.920456,0.02,52
99.94146,0.021,52
99.96146,0.02,52
99.98246,0.021,52
100.00046,0.018,2
100.02246,0.022,2
100.04246,0.02,2
100.061455,0.019,51
100.08145,0.02,51
100.103455,0.022,51
100.12145,0.018,51
100.14045,0.019,51
100.16245,0.022,51
100.18245,0.02,51
100.20145,0.019,51
100.22245,0.021,51
100.24045,0.018,51
100.26245,0.022,51
100.28045,0.018,51
100.30145,0.021,51
100.32145,0.02,51
100.34245,0.021,51
100.35945,0.017,51
100.381454,0.022,51
100.40045,0.019,51
100.42045,0.02,51
100.44145,0.021,51
100.46045,0.019,51
100.480446,0.02,51
100.50145,0.021,51
100.52145,0.02,51
100.54044,0.019,51
100.56145,0.021,51
100.58245,0.021,51
100.60145,0.019,51
100.62345,0.022,51
100.64245,0.019,51
100.662445,0.02,51
100.68044,0.018,1
100.70044,0.02,1
100.72144,0.021,50
100.74044,0.019,50
100.76444,0.024,51
100.78244,0.018,51
100.80244,0.02,51
100.821434,0.019,51
100.845436,0.024,51
100.860435,0.015,51
100.88144,0.021,51
100.90044,0.019,51
100.92043,0.02,51
100.94144,0.021,51
100.96143,0.02,51
100.98143,0.02,51
101.00143,0.02,51
101.02243,0.021,51
101.04043,0.018,51
101.06143,0.021,51
101.08143,0.02,51
101.10243,0.021,51
101.123436,0.021,51
101.14243,0.019,51
101.16043,0.018,51
101.181435,0.021,51
101.20143,0.02,51
101.223434,0.022,51
101.24043,0.017,51
101.26144,0.021,51
101.28244,0.021,51
101.30244,0.02,51
101.32344,0.021,51
101.34244,0.019,1
101.360435,0.018,1
101.38144,0.021,1
101.40244,0.021,1
101.42044,0.018,1
101.44344,0.023,1
101.46044,0.017,1
101.483444,0.023,1
101.50144,0.018,1
101.52144,0.02,2
101.541435,0.02,2
101.56143,0.02,2
101.58143,0.02,51
101.601425,0.02,51
101.62142,0.02,51
101.64042,0.019,51
101.66242,0.022,51
101.68242,0.02,51
101.701416,0.019,51
101.72242,0.021,51
101.74042,0.018,51
101.76142,0.021,51
101.78142,0.02,51
101.800415,0.019,51
101.82142,0.021,51
101.840416,0.019,51
101.86041,0.02,51
101.88142,0.021,51
101.90041,0.019,51
101.92041,0.02,51
101.941414,0.021,51
101.95941,0.018,51
101.980415,0.021,51
102.00242,0.022,51
102.02042,0.018,51
102.04041,0.02,51
102.063416,0.023,51
102.08241,0.019,51
102.10241,0.02,51
102.122406,0.02,51
102.1404,0.018,51
102.16341,0.023,51
102.180405,0.017,51
102.2004,0.02,1
102.221405,0.021,1
102.2414,0.02,2
102.2614,0.02,2
102.2824,0.021,2
102.3014,0.019,2
102.3204,0.019,2
102.3414,0.021,51
102.362404,0.021,51
102.3824,0.02,51
102.4014,0.019,51
102.421394,0.02,51
102.44039,0.019,51
102.461395,0.021,51
102.4824,0.021,51
102.5004,0.018,51
102.5214,0.021,51
102.5414,0.02,51
102.5624,0.021,51
102.5804,0.018,51
102.6014,0.021,51
102.622406,0.021,51
102.6414,0.019,51
102.6604,0.019,51
102.6844,0.024,51
102.7004,0.016,51
102.722404,0.022,51
102.7424,0.02,51
102.7614,0.019,51
102.780396,0.019,51
102.8014,0.021,51
102.8204,0.019,51
102.8414,0.021,51
102.8594,0.018,51
102.8814,0.022,51
102.902405,0.021,51
102.9224,0.02,51
102.9414,0.019,51
102.960396,0.019,1
102.98039,0.02,1
103.00039,0.02,2
103.020386,0.02,2
103.04339,0.023,2
103.05939,0.016,51
103.08239,0.023,51
103.10039,0.018,51
103.120384,0.02,51
103.14239,0.022,51
103.161385,0.019,51
